experiment_version,ID,trial,condition,sentence,response,ACC,RT
trog_javitott,FF170_2,3.0,pragm,A hegedűtanár egy sárkány.,2,1,6.388
trog_javitott,FF170_1,6.0,gramm,A sárga táska a zöld széken van,3,1,3.525
trog_javitott,FF170_1,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,3.0381
trog_javitott,FF170_1,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,7.2247
trog_javitott,FF170_1,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,4.0828
trog_javitott,FF170_1,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,4.9028
trog_javitott,FF170_1,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,3.9946
trog_javitott,FF170_1,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,5.2565
trog_javitott,FF170_1,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,5.9281
trog_javitott,FF170_1,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,5.0763
trog_javitott,FF170_1,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,5.7488
trog_javitott,FF170_1,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,5.9977
trog_javitott,FF170_1,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,4.6001
trog_javitott,FF170_1,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,5.1623
trog_javitott,FF170_1,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.7897
trog_javitott,FF170_1,3.0,gramm,A kecskét a kakas kergeti.,2,1,4.1423
trog_javitott,FF170_1,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.3815
trog_javitott,FF170_1,17.0,gramm,"A bohóc alszik, de az elefánt nem.",2,1,5.6349
trog_javitott,FF170_1,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,4.218
trog_javitott,FF170_1,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",2,0,5.133
trog_javitott,FF170_1,9.0,pragm,A festő rajzolt egy házat.,2,1,6.6163
trog_javitott,FF170_1,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,5.3123
trog_javitott,FF170_1,3.0,pragm,A hegedűtanár egy sárkány.,4,0,4.3654
trog_javitott,FF170_1,15.0,pragm,Kalapja a libának is van.,1,1,9.3545
trog_javitott,FF170_1,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,4.0401
trog_javitott,FF170_1,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,7.2137
trog_javitott,FF170_1,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,8.6437
trog_javitott,FF170_1,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,4.3219
trog_javitott,FF170_1,0.0,pragm,A malac locsolja meg a fát.,4,1,5.3146
trog_javitott,FF170_1,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,8.3301
trog_javitott,FF170_1,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,7.4452
trog_javitott,FF170_1,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",2,1,5.7354
trog_javitott,FF170_1,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,5.0571
trog_javitott,FF170_1,1.0,pragm,A szarvas a tévét szereli meg.,1,1,9.7911
trog_javitott,FF170_1,13.0,pragm,A fiú a békát is megfogta.,4,1,5.5533
trog_javitott,FF170_1,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,10.5385
trog_javitott,FF170_1,12.0,pragm,A malac is felmászott a fára.,1,1,4.5195
trog_javitott,FF169_2,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,3.9076
trog_javitott,FF169_2,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,4.1276
trog_javitott,FF169_2,3.0,gramm,A kecskét a kakas kergeti.,2,1,3.1578
trog_javitott,FF169_2,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,3.7674
trog_javitott,FF169_2,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,3.7262
trog_javitott,FF169_2,6.0,gramm,A sárga táska a zöld széken van,3,1,3.1658
trog_javitott,FF169_2,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,4.0236
trog_javitott,FF169_2,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.6494
trog_javitott,FF169_2,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,3.6985
trog_javitott,FF169_2,17.0,gramm,"A bohóc alszik, de az elefánt nem.",2,1,3.7568
trog_javitott,FF169_2,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,3.9651
trog_javitott,FF169_2,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,4.2494
trog_javitott,FF169_2,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,3.4734
trog_javitott,FF169_2,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,4.2029
trog_javitott,FF169_2,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,3.8196
trog_javitott,FF169_2,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,5.5107
trog_javitott,FF169_2,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,3.348
trog_javitott,FF169_2,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.6402
trog_javitott,FF169_2,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,3.8065
trog_javitott,FF169_2,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",1,1,3.23
trog_javitott,FF169_2,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,7.1985
trog_javitott,FF169_2,13.0,pragm,A fiú a békát is megfogta.,4,1,4.8764
trog_javitott,FF169_2,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,4.9142
trog_javitott,FF169_2,7.0,pragm,A legtöbb malac kapott kukoricát,1,0,4.5593
trog_javitott,FF169_2,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,6.8792
trog_javitott,FF169_2,12.0,pragm,A malac is felmászott a fára.,1,1,3.6026
trog_javitott,FF169_2,0.0,pragm,A malac locsolja meg a fát.,4,1,3.8862
trog_javitott,FF169_2,9.0,pragm,A festő rajzolt egy házat.,2,1,4.1336
trog_javitott,FF169_2,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,4,0,4.3212
trog_javitott,FF169_2,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,4.5205
trog_javitott,FF169_2,3.0,pragm,A hegedűtanár egy sárkány.,2,1,4.1707
trog_javitott,FF169_2,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,3.1741
trog_javitott,FF169_2,1.0,pragm,A szarvas a tévét szereli meg.,1,1,7.4434
trog_javitott,FF169_2,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,3.3481
trog_javitott,FF169_2,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",4,0,12.7675
trog_javitott,FF169_2,15.0,pragm,Kalapja a libának is van.,3,0,4.8177
trog_javitott,FF169_1,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,4.0256
trog_javitott,FF169_1,17.0,gramm,"A bohóc alszik, de az elefánt nem.",2,1,5.5723
trog_javitott,FF169_1,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.7162
trog_javitott,FF169_1,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.6088
trog_javitott,FF169_1,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",3,0,4.8135
trog_javitott,FF169_1,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,7.7779
trog_javitott,FF169_1,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,4.3812
trog_javitott,FF169_1,6.0,gramm,A sárga táska a zöld széken van,3,1,3.0715
trog_javitott,FF169_1,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,5.6759
trog_javitott,FF169_1,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,4.2171
trog_javitott,FF169_1,3.0,gramm,A kecskét a kakas kergeti.,2,1,3.6104
trog_javitott,FF169_1,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,4.9821
trog_javitott,FF169_1,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,5.4735
trog_javitott,FF169_1,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,7.6803
trog_javitott,FF169_1,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,4.8781
trog_javitott,FF169_1,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,4.741
trog_javitott,FF169_1,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,5.1901
trog_javitott,FF169_1,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,5.7403
trog_javitott,FF169_1,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,6.175
trog_javitott,FF169_1,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",2,0,6.9857
trog_javitott,FF169_1,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,8.3023
trog_javitott,FF169_1,3.0,pragm,A hegedűtanár egy sárkány.,2,1,6.3724
trog_javitott,FF169_1,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,4.1596
trog_javitott,FF169_1,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,4.7216
trog_javitott,FF169_1,9.0,pragm,A festő rajzolt egy házat.,2,1,6.4293
trog_javitott,FF169_1,13.0,pragm,A fiú a békát is megfogta.,4,1,5.2377
trog_javitott,FF169_1,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,4.9835
trog_javitott,FF169_1,12.0,pragm,A malac is felmászott a fára.,1,1,4.837
trog_javitott,FF169_1,1.0,pragm,A szarvas a tévét szereli meg.,1,1,9.7094
trog_javitott,FF169_1,14.0,pragm,Piros lufit minden gyerek kapott.,2,0,6.5841
trog_javitott,FF169_1,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",2,1,17.4103
trog_javitott,FF169_1,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,8.6891
trog_javitott,FF169_1,15.0,pragm,Kalapja a libának is van.,1,1,4.1125
trog_javitott,FF169_1,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,9.2209
trog_javitott,FF169_1,0.0,pragm,A malac locsolja meg a fát.,4,1,5.6345
trog_javitott,FF169_1,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,7.5893
trog_javitott,FF168_1,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,5.5045
trog_javitott,FF168_1,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,5.7859
trog_javitott,FF168_1,3.0,gramm,A kecskét a kakas kergeti.,2,1,2.4197
trog_javitott,FF168_1,17.0,gramm,"A bohóc alszik, de az elefánt nem.",2,1,3.1738
trog_javitott,FF168_1,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,3.8727
trog_javitott,FF168_1,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.3112
trog_javitott,FF168_1,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,3.8504
trog_javitott,FF168_1,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,3.6183
trog_javitott,FF168_1,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,4.7588
trog_javitott,FF168_1,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,3.917
trog_javitott,FF168_1,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,5.0423
trog_javitott,FF168_1,6.0,gramm,A sárga táska a zöld széken van,3,1,3.4813
trog_javitott,FF168_1,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,3.9781
trog_javitott,FF168_1,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,4.5838
trog_javitott,FF168_1,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.6413
trog_javitott,FF168_1,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",3,0,8.4059
trog_javitott,FF168_1,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,4.1465
trog_javitott,FF168_1,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,3.7916
trog_javitott,FF168_1,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,6.9635
trog_javitott,FF168_1,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,5.9339
trog_javitott,FF168_1,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,5.0679
trog_javitott,FF168_1,0.0,pragm,A malac locsolja meg a fát.,4,1,5.564
trog_javitott,FF168_1,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,4.5063
trog_javitott,FF168_1,13.0,pragm,A fiú a békát is megfogta.,4,1,4.2933
trog_javitott,FF168_1,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,7.9946
trog_javitott,FF168_1,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,3.914
trog_javitott,FF168_1,1.0,pragm,A szarvas a tévét szereli meg.,1,1,6.0444
trog_javitott,FF168_1,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",1,1,6.1945
