experiment_version,ID,trial,condition,sentence,response,ACC,RT
adult_trog,1001,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",2,0,6.383395
adult_trog,1001,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,5.98392
adult_trog,1001,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,2.91558
adult_trog,1001,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",4,0,5.9912
adult_trog,1001,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,4.11832
adult_trog,1001,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,3.693335
adult_trog,1001,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",2,0,3.054185
adult_trog,1001,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",3,0,6.260965
adult_trog,1001,3.0,gramm,A kecskét a kakas kergeti.,2,1,2.95147
adult_trog,1001,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",1,0,3.75005
adult_trog,1001,3.0,pragm,A hegedűtanár egy sárkány.,4,0,4.6721
adult_trog,1001,9.0,pragm,A festő rajzolt egy házat.,2,1,6.471815
adult_trog,1001,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,5.44438
adult_trog,1001,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,2.363395
adult_trog,1001,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",4,0,8.5595
adult_trog,1001,13.0,pragm,A fiú a békát is megfogta.,4,1,3.72443
adult_trog,1001,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,5.47556
adult_trog,1001,0.0,pragm,A malac locsolja meg a fát.,2,0,5.45777
adult_trog,1001,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,4.030845
adult_trog,1001,15.0,pragm,Kalapja a libának is van.,1,1,3.425215
adult_trog,1001,14.0,pragm,Piros lufit minden gyerek kapott.,2,0,5.34946
adult_trog,1001,10.0,pragm,A fiú már elkészült a homokvárral.,4,0,3.24795
adult_trog,1001,12.0,pragm,A malac is felmászott a fára.,1,1,3.37221
adult_trog,1001,1.0,pragm,A szarvas a tévét szereli meg.,1,1,5.729415
adult_trog,1001,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",1,1,3.78876
adult_trog,1001,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,5.75802
adult_trog,1001,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,3.29724
adult_trog,1001,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,3.72186
adult_trog,3304,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,4.25243
adult_trog,3304,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,4.687195
adult_trog,3304,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,4.308995
adult_trog,3304,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,4.288035
adult_trog,3304,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,3.810345
adult_trog,3304,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,3.4777
adult_trog,3304,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,4.762695
adult_trog,3304,3.0,gramm,A kecskét a kakas kergeti.,2,1,3.667185
adult_trog,3304,6.0,gramm,A sárga táska a zöld széken van,3,1,2.209015
adult_trog,3304,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,3.346465
adult_trog,3304,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.352635
adult_trog,3304,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,3.91426
adult_trog,3304,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,3.16624
adult_trog,3304,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,3.250025
adult_trog,3304,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,3.870015
adult_trog,3304,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,4.73925
adult_trog,3304,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.32234
adult_trog,3304,2.0,pragm,A szoba egy rettenetes disznóól.,3,0,3.79431
adult_trog,3304,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,3.098475
adult_trog,3304,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,3.739795
adult_trog,3304,15.0,pragm,Kalapja a libának is van.,3,0,3.870385
adult_trog,3304,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,4,0,4.04018
adult_trog,3304,10.0,pragm,A fiú már elkészült a homokvárral.,4,0,3.156185
adult_trog,3304,13.0,pragm,A fiú a békát is megfogta.,4,1,2.75416
adult_trog,3304,12.0,pragm,A malac is felmászott a fára.,1,1,3.54029
adult_trog,3304,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,3.421865
adult_trog,3304,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",2,0,3.42283
adult_trog,3304,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,3.39801
adult_trog,3304,9.0,pragm,A festő rajzolt egy házat.,2,1,3.387845
adult_trog,3304,0.0,pragm,A malac locsolja meg a fát.,1,0,4.097265
adult_trog,3304,6.0,pragm,A kislánynak van legalább 3 kutyája.,2,0,3.24984
adult_trog,3304,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,3.224225
adult_trog,3304,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",2,1,3.967045
adult_trog,3304,3.0,pragm,A hegedűtanár egy sárkány.,2,1,2.714825
adult_trog,3304,1.0,pragm,A szarvas a tévét szereli meg.,1,1,3.01351
adult_trog,2001,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,3.907935
adult_trog,2001,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,3.95759
adult_trog,2001,3.0,gramm,A kecskét a kakas kergeti.,2,1,3.026325
adult_trog,2001,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.412535
adult_trog,2001,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,3.87114
adult_trog,2001,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.49203
adult_trog,2001,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,4.640655
adult_trog,2001,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,4.042245
adult_trog,2001,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,3.07348
adult_trog,2001,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",2,0,3.268635
adult_trog,2001,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,4.454505
adult_trog,2001,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,3.241905
adult_trog,2001,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,3.0387
adult_trog,2001,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,3.038365
adult_trog,2001,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,3.63887
adult_trog,2001,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,3.52282
adult_trog,2001,6.0,gramm,A sárga táska a zöld széken van,3,1,2.927085
adult_trog,2001,12.0,pragm,A malac is felmászott a fára.,1,1,2.786955
adult_trog,2001,14.0,pragm,Piros lufit minden gyerek kapott.,2,0,5.242315
adult_trog,2001,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,3.535065
adult_trog,2001,13.0,pragm,A fiú a békát is megfogta.,4,1,5.33305
adult_trog,2001,1.0,pragm,A szarvas a tévét szereli meg.,1,1,4.01288
adult_trog,2001,15.0,pragm,Kalapja a libának is van.,3,0,2.986595
adult_trog,2001,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,3.924045
adult_trog,2001,3.0,pragm,A hegedűtanár egy sárkány.,4,0,3.569005
adult_trog,2001,9.0,pragm,A festő rajzolt egy házat.,2,1,3.306265
adult_trog,2001,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,3.684715
adult_trog,2001,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,3.728625
adult_trog,2001,0.0,pragm,A malac locsolja meg a fát.,1,0,5.496565
adult_trog,2001,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",2,1,9.298475
adult_trog,2001,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,4.67574
adult_trog,2001,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",1,1,3.43971
adult_trog,2001,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,4.407195
adult_trog,2001,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,5.53978
adult_trog,2001,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,3.173715
adult_trog,2307,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,4.345
adult_trog,2307,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.225
adult_trog,2307,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,3.302
adult_trog,2307,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,3.27
adult_trog,2307,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,3.488
adult_trog,2307,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,2.581
adult_trog,2307,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,3.277
adult_trog,2307,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,2.929
adult_trog,2307,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",1,0,2.967
adult_trog,2307,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.719
adult_trog,2307,3.0,gramm,A kecskét a kakas kergeti.,2,1,2.427
adult_trog,2307,6.0,gramm,A sárga táska a zöld széken van,1,0,2.203
adult_trog,2307,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,3.838
adult_trog,2307,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,3.49
adult_trog,2307,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,2.894
adult_trog,2307,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,2.886
adult_trog,2307,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,2.957
adult_trog,2307,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,3.245
adult_trog,2307,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,5.091
adult_trog,2307,1.0,pragm,A szarvas a tévét szereli meg.,1,1,4.527
adult_trog,2307,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,6.545
adult_trog,2307,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,3.539
adult_trog,2307,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,2.525
adult_trog,2307,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,4.227
adult_trog,2307,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,3.548
adult_trog,2307,0.0,pragm,A malac locsolja meg a fát.,4,1,5.877
adult_trog,2307,13.0,pragm,A fiú a békát is megfogta.,4,1,2.767
adult_trog,2307,15.0,pragm,Kalapja a libának is van.,1,1,6.461
adult_trog,2307,12.0,pragm,A malac is felmászott a fára.,1,1,2.553
adult_trog,2307,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",1,1,3.395
adult_trog,2307,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,3.368
adult_trog,2307,9.0,pragm,A festő rajzolt egy házat.,2,1,3.388
adult_trog,2307,3.0,pragm,A hegedűtanár egy sárkány.,2,1,3.404
adult_trog,2307,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",1,0,5.207
adult_trog,2307,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,3.575
adult_trog,3002,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,3.834285
adult_trog,3002,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,3.908525
adult_trog,3002,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,3.66386
adult_trog,3002,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,4.42776
adult_trog,3002,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",2,0,4.457325
adult_trog,3002,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,5.942925
adult_trog,3002,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,3.912795
adult_trog,3002,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.470045
adult_trog,3002,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",1,0,3.457405
adult_trog,3002,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,3.339065
adult_trog,3002,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,4.23419
adult_trog,3002,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,3.83794
adult_trog,3002,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,5.09725
adult_trog,3002,6.0,gramm,A sárga táska a zöld széken van,3,1,4.093605
adult_trog,3002,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.70953
adult_trog,3002,3.0,gramm,A kecskét a kakas kergeti.,2,1,3.220915
adult_trog,3002,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,4.028775
adult_trog,3002,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,7.46204
adult_trog,3002,9.0,pragm,A festő rajzolt egy házat.,2,1,4.00843
adult_trog,3002,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,4.11568
adult_trog,3002,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,8.214285
adult_trog,3002,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,4.60852
adult_trog,3002,12.0,pragm,A malac is felmászott a fára.,1,1,4.12321
adult_trog,3002,3.0,pragm,A hegedűtanár egy sárkány.,4,0,3.76462
adult_trog,3002,15.0,pragm,Kalapja a libának is van.,1,1,3.525695
adult_trog,3002,13.0,pragm,A fiú a békát is megfogta.,4,1,3.956355
adult_trog,3002,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",1,0,5.398145
adult_trog,3002,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,4.735105
adult_trog,3002,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",1,1,3.76425
adult_trog,3002,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,3.49079
adult_trog,3002,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,3.557625
adult_trog,3002,1.0,pragm,A szarvas a tévét szereli meg.,1,1,4.7545
adult_trog,3002,0.0,pragm,A malac locsolja meg a fát.,4,1,5.27635
adult_trog,3002,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,4.04798
adult_trog,3002,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,2.79284
adult_trog,1303,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,4.94437
adult_trog,1303,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,3.85701
adult_trog,1303,6.0,gramm,A sárga táska a zöld széken van,3,1,4.92419
adult_trog,1303,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",3,1,4.742595
adult_trog,1303,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,4.51446
adult_trog,1303,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,6.832775
adult_trog,1303,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,3.7908
adult_trog,1303,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,3.65486
adult_trog,1303,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.493475
adult_trog,1303,3.0,gramm,A kecskét a kakas kergeti.,2,1,4.18176
adult_trog,1303,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,6.33803
adult_trog,1303,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,10.16552
adult_trog,1303,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,7.085755
adult_trog,1303,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,4.49477
adult_trog,1303,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,4.495705
adult_trog,1303,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,4.48218
adult_trog,1303,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,4.79392
adult_trog,1303,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,18.534145
adult_trog,1303,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",1,1,4.24226
adult_trog,1303,1.0,pragm,A szarvas a tévét szereli meg.,1,1,6.861315
adult_trog,1303,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,6.71038
adult_trog,1303,13.0,pragm,A fiú a békát is megfogta.,4,1,14.04327
adult_trog,1303,9.0,pragm,A festő rajzolt egy házat.,2,1,4.197625
adult_trog,1303,3.0,pragm,A hegedűtanár egy sárkány.,2,1,4.953955
adult_trog,1303,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,4.7166
adult_trog,1303,0.0,pragm,A malac locsolja meg a fát.,4,1,4.24873
adult_trog,1303,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,5.573565
adult_trog,1303,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",2,1,9.724205
adult_trog,1303,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,12.33479
adult_trog,1303,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,5.42706
adult_trog,1303,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,6.380525
adult_trog,1303,12.0,pragm,A malac is felmászott a fára.,1,1,4.964365
adult_trog,1303,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,3.249875
adult_trog,1303,15.0,pragm,Kalapja a libának is van.,1,1,4.14568
adult_trog,1303,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,7.073305
adult_trog,1305,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,4.632725
adult_trog,1305,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.36321
adult_trog,1305,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,3.692375
adult_trog,1305,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",2,0,4.580095
adult_trog,1305,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.2285
adult_trog,1305,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,3.293615
adult_trog,1305,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",4,1,3.404635
adult_trog,1305,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",3,1,3.96828
adult_trog,1305,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,3.29512
adult_trog,1305,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",3,0,3.483325
adult_trog,1305,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,3.843635
adult_trog,1305,6.0,gramm,A sárga táska a zöld széken van,3,1,3.62652
adult_trog,1305,3.0,gramm,A kecskét a kakas kergeti.,3,0,3.41636
adult_trog,1305,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,5.54627
adult_trog,1305,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,8.714705
adult_trog,1305,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,4.01464
adult_trog,1305,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",4,1,4.25623
adult_trog,1305,3.0,pragm,A hegedűtanár egy sárkány.,4,0,5.145405
adult_trog,1305,8.0,pragm,Néhány alma kigurult a kosárból.,1,1,6.406295
adult_trog,1305,5.0,pragm,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,1,1,5.384
adult_trog,1305,7.0,pragm,A legtöbb malac kapott kukoricát,2,1,7.155985
adult_trog,1305,9.0,pragm,A festő rajzolt egy házat.,2,1,4.580435
adult_trog,1305,1.0,pragm,A szarvas a tévét szereli meg.,1,1,14.556355
adult_trog,1305,14.0,pragm,Piros lufit minden gyerek kapott.,3,1,4.22323
adult_trog,1305,10.0,pragm,A fiú már elkészült a homokvárral.,2,1,8.129245
adult_trog,1305,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,3.577705
adult_trog,1305,13.0,pragm,A fiú a békát is megfogta.,4,1,4.51315
adult_trog,1305,17.0,pragm,"Látom, lustálkodtál egész nap, meg is telt a kosár.",2,1,15.841885
adult_trog,1305,6.0,pragm,A kislánynak van legalább 3 kutyája.,4,1,5.287185
adult_trog,1305,15.0,pragm,Kalapja a libának is van.,1,1,8.27272
adult_trog,1305,16.0,pragm,"De ügyes vagy, hogy eltörted a poharat.",2,0,3.200835
adult_trog,1305,2.0,pragm,A szoba egy rettenetes disznóól.,4,1,3.708825
adult_trog,1305,12.0,pragm,A malac is felmászott a fára.,1,1,2.936845
adult_trog,1305,0.0,pragm,A malac locsolja meg a fát.,4,1,4.850985
adult_trog,1305,11.0,pragm,A virágot már kiszínezte a bohóc.,4,1,7.798115
adult_trog,1310,16.0,gramm,"A róka, amit a malac kerget, az kicsi.",4,1,4.037555
adult_trog,1310,4.0,gramm,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,2,1,3.894005
adult_trog,1310,0.0,gramm,"A hal kék, de nem pöttyös.",1,1,2.353445
adult_trog,1310,11.0,gramm,"A kislány, aki a busz elejénél áll, piros szoknyában van.",3,0,4.09754
adult_trog,1310,3.0,gramm,A kecskét a kakas kergeti.,2,1,4.99003
adult_trog,1310,15.0,gramm,"A felhő, ami előtt a madár van, az lila.",1,0,6.272095
adult_trog,1310,9.0,gramm,"A szív, ami a négyzetben van, az pöttyös.",4,0,8.529865
adult_trog,1310,12.0,gramm,"A sárkány, aki a szekrény mögé bújt, csokit eszik.",4,1,6.310105
adult_trog,1310,1.0,gramm,"A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",4,1,4.11153
adult_trog,1310,5.0,gramm,"A pöttyös labda nagyobb, mint a csíkos kancsó",2,1,4.765325
adult_trog,1310,6.0,gramm,A sárga táska a zöld széken van,3,1,3.748205
adult_trog,1310,13.0,gramm,"A könyv azon a tányéron van, ami kék.",2,1,3.863965
adult_trog,1310,2.0,gramm,A kisfiú palacsintát süt a bohócnak.,1,1,3.59533
adult_trog,1310,10.0,gramm,"A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.",1,0,4.820795
adult_trog,1310,7.0,gramm,A zöld csésze a kockás vödör fölött van.,4,1,3.68669
adult_trog,1310,8.0,gramm,"A fiú, aki megpuszilja a lányt, az barna hajú.",4,1,4.47028
adult_trog,1310,14.0,gramm,"A lány azt a macskát kergeti, ami kövér.",2,1,5.998995
adult_trog,1310,7.0,pragm,A legtöbb malac kapott kukoricát,3,0,6.892095
adult_trog,1310,4.0,pragm,Pisti egy igazi éjszakai bagoly.,3,1,5.41492
